page_id_pag,page_title,gt_region,lat,lon
20407083,Park_Lane_Mews_Hotel,WSM,51.506100000000004,-0.149
20584730,New_Gallery_(London),WSM,51.5106,-0.139
20596547,Outside_the_Box_Comedy_Club,NA,51.41055556,-0.29805556
20680426,"Manor_House,_21_Soho_Square",WSM,51.5156,-0.1317
20785168,7_Burlington_Gardens,WSM,51.5102,-0.1401
20820013,"West_Park_Hospital,_Epsom",SRY,51.3388,-0.3
20820431,Epsom_Cluster,SRY,51.3437,-0.2833
20890012,Thavie's_Inn,LND,51.517,-0.1075
21274936,Kai_Mayfair,WSM,51.5087,-0.1516
21355398,Cock_Lane,NA,51.51723,-0.10235
15914153,South_Hornsey,NA,51.57,-0.09166667
21985032,Abbey_Creek,NWM,51.52854,-4e-4
43584710,"Kings_Arms,_Hanwell",WES,51.5086,-0.3368
22051683,The_Academy_(hotel),LND,51.520691,-0.13103
22181732,The_Nosh_Bar,WSM,51.5112,-0.1343
22727860,ATC_Theatre,TWH,51.5273,-0.0759
22803986,43_Club,WSM,51.51194444,-0.13027778
22930659,Watford_Palace_Theatre,NA,51.6572,-0.3972
27793007,Comptons_of_Soho,WSM,51.5126,-0.1326
23269102,Voice_of_Africa_Radio,NWM,51.52933333,0.02194444
42835458,"The_Mitre,_Bayswater",NA,51.51232,-0.1784
23369377,Center_for_Transnational_Legal_Studies,NA,51.518357,-0.113811
23570673,America_Square,NA,51.511294,-0.075641
23571098,Pepys_Street,NA,51.510739,-0.077984
23570755,Crosswall,LND,51.51155556,-0.07666667
37088174,Coxtie_Green,NA,51.641,0.256
41984056,La_Mitrailleuse,WSM,51.50944444,-0.12805556
24002424,A121_road_(England),NA,51.6667,0.06463
24002335,A114_road_(England),NA,51.55938,0.02532
24002787,A116_road_(England),NA,51.56002,0.03897
11145743,Furnival's_Inn,NA,51.5182,-0.1099
24178995,125_Park_Road,NA,51.52832,-0.16621
24274099,South_Ockendon_Psychiatric_Hospital,THR,51.5182,0.3013
24379998,Murder_One_(bookshop),WSM,51.5127,-0.1287
24403634,Regent's_American_College_London,WSM,51.5257,-0.1552
24490247,Millbank_Distillery,NA,51.486451,-0.143219
24585496,The_Scots_Hoose,WSM,51.5134,-0.1298
24938898,Chelsea_Classic_Cinema,NA,51.48905,-0.16513
25008440,Turpin's_Cave,NA,51.665771,0.035293
43834502,Smithfield_Poultry_Market,NA,51.5186,-0.1034
25335947,Hampstead_Conservatoire,NA,51.5442,-0.1738
25361493,Civil_Service_Club,NA,51.50657,-0.12565
25608586,Fiddlers_Hamlet,NA,51.68888889,0.13111111
25608687,Steward's_Green,NA,51.6885,0.1236
25647618,"East_Hill,_Kent",NA,51.33944444,0.235
25825231,Passingford_Bridge,NA,51.6552,0.1722
25867988,Heaverham,NA,51.3065,0.2524
25863043,London_Film_Museum,NA,51.512423,-0.121133
25878551,Green_Line_Coach_Station,WSM,51.4929,-0.1461
45296225,30_Cannon_Street,LND,51.51246,-0.09478
26054558,Cotman's_Ash,NA,51.3172,0.2417
26119302,Maplescombe,NA,51.3558,0.2396
26159824,Canada_Gate,NA,51.50253,-0.14135
26149934,48_Belgrave_Square,NA,51.4999,-0.1528
26198534,Ivy_Chimneys,NA,51.689,0.103
26198774,St_Vincent's_Hamlet,NA,51.626,0.2454
26220078,Mount_End,NA,51.6873,0.1516
26350227,Allens_of_Mayfair,WSM,51.51002,-0.14874
26365276,"High_House,_Purfleet",NA,51.4793,0.2548
27162479,Chandos_House,NA,51.51861111,-0.145
27350390,Pouparts_Junction,WND,51.4704,-0.1568
27362212,Nyxaus/Quaker_Centre,NA,51.52638889,-0.1325
27399279,Silver_Moon_Bookshop,WSM,51.5124,-0.1285
27523125,Feminist_Library,NA,51.4985,-0.1055
27707349,Roussillon_(restaurant),NA,51.49035,-0.15214
42046378,Waterhouse_Square,CMD,51.51833333,-0.11
44118772,St_Paul's_Church_(Portland_Chapel),NA,51.5189,-0.1426
28043032,Seven_Dials_Jazz_Club,CMD,51.51380556,-0.12591667
28249152,James_Shoolbred,NA,51.52347,-0.13701
15525520,How_Does_It_Feel_to_Be_Loved?,LBH,51.46416667,-0.1125
28600099,Dudley_Miles/Nature_reserves_in_Barnet,BNE,51.6254,-0.1527
28703754,Hendon_Way,BNE,51.579,-0.224
28717476,Blackmore_Priory,NA,51.690355,0.317834
28760437,Ruislip_Priory,BNE,51.5787964,-0.4273295
28760434,Lewisham_Priory,LEW,51.45166667,-0.01722222
28760451,Holywell_Priory,BNE,51.525066,-0.07995
28760440,Tooting_Priory,BNE,51.4323338,-0.1456654
28807002,Dalston_Synagogue,ISL,51.5517,-0.0867
29026660,"Round_Bush,_Hertfordshire",NA,51.67266,-0.34504
7225571,Western_Marble_Arch_Synagogue,WSM,51.5151,-0.1591
47643062,Centre_for_Advanced_Structural_Ceramics,CMD,51.499689,-0.175635
30154233,The_Sladmore_Gallery,WSM,51.507651,-0.139267
30794844,Lahd_Gallery,CMD,51.55825,-0.17813889
31585200,Sumarria_Lunn_Gallery,WSM,51.51333333,-0.14777778
32650926,Saffron_Green_Meadows,NA,51.6636,-0.2383
32679611,Penton_Hook_Marina,SRY,51.41027778,-0.50555556
32694375,Wickhams_(department_store),NA,51.52107778,-0.05176111
53160101,"Century_House,_London",BKM,51.49873,-0.11016
52511026,De_Keyser's_Royal_Hotel,NA,51.51179444,-0.10575833
33505253,Bellenden_Road,SWK,51.4687,-0.0726
25480100,British_Study_Centres_School_of_English,NA,51.519516,-0.154148
7379681,The_Spitz,NA,51.51972222,-0.07472222
10657996,Bushy_Parkrun,NA,51.41166667,-0.33222222
33983488,Islington_Farmers'_Market,NA,51.53337778,-0.11053333
34248361,Stephen2nd/Victorian_Era_Exhibition_1897,NA,51.48835,-0.19889
34266859,Ritchie333/Jazz_After_Dark,WSM,51.51408333,-0.13088889
34874320,Strangers'_Bar,WSM,51.49972222,-0.12416667
34925659,Isow's,WSM,51.51241667,-0.13383333
34997675,25_Park_Lane,NA,51.506,-0.151
35139188,Bush_Hall,NA,51.506519,-0.231609
35184280,RobbieXT/sandbox,WSM,51.50833333,-0.13694444
35409034,Golders_Green_Beth_Hamedrash,BNE,51.57347222,-0.20263889
35469157,The_Goldsmiths'_Company_Assay_Office,NA,51.5157,-0.0959
1140819,Royal_Automobile_Club,WSM,51.5062,-0.1349
36168602,Subway_Gallery,WSM,51.52,-0.16888889
36356589,Paxton_&_Whitfield,WSM,51.50830556,-0.13686111
36624709,Knightsbridge_Green_Hotel,KEC,51.50144444,-0.16252778
36624772,Marriott_County_Hall_Hotel,WSM,51.50105556,-0.11925
36621463,Eton_Manor_Boys'_Club,WFT,51.554,-0.015
19455549,Muslim_Community_Radio,TWH,51.5175,-0.06583333
36841818,Woodcock_Hill_Village_Green,NA,51.646,-0.273
36893082,The_Grenadier,NA,51.5014,-0.1549
36898636,Bishops_Square,NA,51.5195,-0.0776
2304287,"Scilly_Isles,_Surrey",NA,51.37781,-0.34904
36945845,British_Institute_of_Technology_and_E-commerce,HAV,51.54611111,0.02333333
37060471,AtOW/sandbox,SWK,51.4974,-0.0333
37710389,The_Holme,WSM,51.5275,-0.15638889
37710156,Hanover_Terrace,NA,51.52805,-0.16307
1709917,London_Planetarium,NA,51.52277778,-0.15555556
38212992,Mont_Blanc_Restaurant,WSM,51.51166667,-0.13138889
38307219,London_Museum_and_Institute_of_Natural_History,NA,51.5117,-0.119
40009913,British_Geotechnical_Association,NA,51.5011,-0.129
38793249,Alaska_Studio,LBH,51.50411111,-0.11075
23366844,Nobu_Berkeley_St,WSM,51.5084,-0.1434
11366926,The_Gay_Hussar,WSM,51.5149,-0.1313
23366985,The_Capital_Restaurant,KEC,51.5,-0.1616
31648272,La_Tante_Claire,KEC,51.48555556,-0.16222222
40252420,Titanic_(restaurant),WSM,51.51083333,-0.13611111
35159115,Hindoostanee_Coffee_House,NA,51.5173,-0.15649
46786015,Quaglino's,NA,51.5074,-0.139
39051672,Wycliffe_Chapel,TWH,51.51638889,-0.05888889
39119769,Downings_Roads_Moorings,NA,51.50212,-0.07008
39509106,Nando's_Coffee_House,LND,51.51361111,-0.11183333
39820319,Brentwood_County_High_School_Sixth_Form,NA,51.6161,0.3082
39934834,"St_Patrick's_College,_London",LND,51.5423,-0.00256
40001230,George_Padmore_Institute,NA,51.568,-0.1096
40086277,Stepney_Meeting_House,NA,51.5174,-0.0522
14408235,Government_Equalities_Office,WSM,51.4981,-0.1424
23743248,Neasden_Depot,BEN,51.5578,-0.2586
40420365,British_Hydrological_Society,NA,51.5011,-0.129
32876950,Marlborough_Fine_Art,WSM,51.50833333,-0.14111111
17021115,RAK_Studios,WSM,51.5342,-0.1677
40630010,Oxhey_Woods,BNE,51.616,-0.4014
40765383,Belsize_Square_Synagogue,BNE,51.54722222,-0.17027778
18047260,Shepherd_Market,WSM,51.5065,-0.1468
14247822,Arena_Essex_Raceway,LND,51.49416667,0.28277778
41163242,Bandon_Hill_Cemetery,STN,51.36511111,-0.13472222
10557130,Westminster_Hospital,NA,51.5,-0.1291
30690376,IMT_Gallery,TWH,51.53138889,-0.05638889
41393996,"Three_Horseshoes,_Southall",NA,51.51106,-0.37544
41513918,"Bricklayer's_Arms,_Putney",NA,51.46612,-0.21675
41726428,"Trafalgar_Studios,_Chelsea",KEC,51.48805556,-0.17222222
41732592,The_Joiners_Arms,HCK,51.52969444,-0.07461111
2833133,Eland_House,NA,51.4982,-0.1425
3588690,Norbury_Brook,MRT,51.4252,-0.1849
42522591,Piccadilly_Market,NA,51.50878889,-0.13703611
42554549,Cordwainers'_Hall,NA,51.513,-0.0963
42692416,Paxtons_Head,NA,51.50149,-0.16231
42692511,"Coach_and_Horses,_Hill_Street",NA,51.50908,-0.14727
42691781,"Slug_and_Lettuce,_Islington",NA,51.53664,-0.10316
42691905,"The_Dolphin,_Hackney",NA,51.5398,-0.0562
42765975,Great_Britain-China_Centre,NA,51.4986,-0.1552
42835586,"Prince_Alfred,_Maida_Vale",NA,51.52436,-0.18493
42869838,Down_Barns_Moated_Site,BNE,51.541901,-0.40119934
42931400,"Swan_&_Edgar,_Marylebone",NA,51.52402,-0.16183
42981207,"Sackville_Street,_London",NA,51.5095,-0.1383
43078213,West_End_Central_Police_Station,WSM,51.51155556,-0.14125
43112804,The_Tipperary,LND,51.51404,-0.10763
43276905,Arthur_Beale,WSM,51.51527778,-0.12661111
43406201,Ashley_Park,BKM,51.37671,-0.42059
43584781,"The_Winchester,_Highgate",NA,51.5735,-0.1408
43582029,Fox_and_Pheasant,KEC,51.4821,-0.188
43605784,"Old_Ship,_Aveley",NA,51.498485,0.257908
43619653,"Duke_of_York,_Bloomsbury",NA,51.522784,-0.116499
43693385,"150_High_Street,_Stratford",NA,51.5348,-0.0065
43747386,"The_Cross_Keys,_Chelsea",KEC,51.483746,-0.170951
43723298,CGCU/sandbox,WSM,51.4997,-0.1782
43747471,The_Phene,KEC,51.485251,-0.167708
44199762,"Orchard_Theatre,_Dartford",NA,51.4459578,0.2177834
